Ad_ID,User_ID,Clicks,Impressions,Conversions,Spend,Platform,Geo_Location,Travel_Date,Device_Type,CTR,CR,ROAS
1015,18201,952,8857,35,118.52,Mobile,New York,2024-12-26,Tablet,0.10748560460652591,0.03676470588235294,14.77
1048,27483,424,1184,66,439.04,Web,California,2024-10-07,Mobile,0.3581081081081081,0.15566037735849056,7.52
1050,13257,896,2902,12,175.85,Mobile,Illinois,2024-08-03,Desktop,0.3087525844245348,0.013392857142857142,3.41
1095,29391,883,5142,32,477.98,Mobile,California,2024-04-23,Mobile,0.17172306495527032,0.0362400906002265,3.35
1013,29293,167,8498,54,156.87,Web,California,2024-08-18,Mobile,0.01965168274888209,0.32335329341317365,17.21
1023,17036,588,7730,91,414.79,Mobile,California,2024-10-29,Desktop,0.07606727037516171,0.15476190476190477,10.97
1049,43594,554,6841,47,109.52,Mobile,California,2024-05-23,Tablet,0.08098231252740827,0.08483754512635379,21.46
1007,24600,125,4661,37,126.41,Web,Texas,2024-01-05,Mobile,0.026818279339197598,0.296,14.63
1000,28939,163,6129,54,116.19,Web,Florida,2024-03-23,Mobile,0.02659487681514113,0.3312883435582822,23.24
1098,30543,800,2097,79,261.1,Web,Illinois,2024-12-24,Tablet,0.38149737720553173,0.09875,15.13
1019,44344,783,8559,53,150.62,Web,Florida,2024-08-05,Tablet,0.0914826498422713,0.06768837803320563,17.59
1082,11700,629,3718,47,403.7,Mobile,Texas,2024-06-24,Mobile,0.16917697686928457,0.07472178060413355,5.82
1082,30566,844,5455,84,497.86,Mobile,Texas,2024-05-23,Desktop,0.1547204399633364,0.0995260663507109,8.44
1021,11003,735,2845,60,274.35,Mobile,Illinois,2024-03-21,Tablet,0.2583479789103691,0.08163265306122448,10.93
1017,47958,770,9073,29,104.59,Mobile,Illinois,2024-04-21,Tablet,0.08486718836107131,0.03766233766233766,13.86
1000,45302,436,6413,94,129.32,Web,Illinois,2024-06-22,Tablet,0.06798690160611258,0.21559633027522937,36.34
1011,40416,407,9661,31,416.16,Web,Texas,2024-02-23,Desktop,0.042128144084463304,0.07616707616707617,3.72
1017,11804,163,4623,64,375.3,Mobile,Illinois,2024-02-18,Tablet,0.03525849015790612,0.39263803680981596,8.53
1050,49462,376,6263,84,292.24,Web,New York,2024-07-14,Desktop,0.060035126935973175,0.22340425531914893,14.37
1046,21942,161,3946,80,318.3,Web,California,2024-02-20,Desktop,0.04080081094779524,0.4968944099378882,12.57
1044,43165,160,5131,42,429.84,Web,California,2024-07-03,Tablet,0.03118300526213214,0.2625,4.89
1020,22059,858,3647,47,150.23,Mobile,New York,2024-06-26,Mobile,0.23526185906224295,0.054778554778554776,15.64
1001,20653,963,6008,60,146.87,Web,Illinois,2024-11-06,Tablet,0.16028628495339547,0.06230529595015576,20.43
1012,48899,346,3116,77,343.61,Mobile,California,2024-05-16,Tablet,0.1110397946084724,0.22254335260115607,11.2
1075,47831,410,7559,15,150.67,Web,Texas,2024-01-24,Mobile,0.05423997883317899,0.036585365853658534,4.98
1033,10170,239,3833,11,352.49,Web,Illinois,2024-08-24,Desktop,0.06235324810853118,0.04602510460251046,1.56
1006,34161,499,7580,12,419.24,Mobile,Texas,2024-10-02,Desktop,0.0658311345646438,0.02404809619238477,1.43
1083,36586,236,7334,90,327.86,Mobile,Florida,2024-03-05,Desktop,0.032178892827924736,0.3813559322033898,13.73
1054,49668,334,5500,19,151.04,Web,Illinois,2024-07-13,Tablet,0.06072727272727273,0.05688622754491018,6.29
1058,25179,288,4681,60,332.95,Mobile,Florida,2024-02-11,Mobile,0.06152531510361034,0.20833333333333334,9.01
1002,40908,873,9288,66,332.1,Web,Illinois,2024-10-10,Tablet,0.0939922480620155,0.07560137457044673,9.94
1091,25715,305,7483,73,225.77,Mobile,Florida,2024-05-31,Mobile,0.04075905385540558,0.23934426229508196,16.17
1034,32005,976,9913,49,207.45,Mobile,Texas,2024-11-18,Tablet,0.09845657217794815,0.050204918032786885,11.81
1098,36191,415,3668,50,357.53,Web,Illinois,2024-11-13,Mobile,0.11314067611777535,0.12048192771084337,6.99
1074,22925,232,7826,66,360.02,Web,Texas,2024-07-05,Mobile,0.029644773830820342,0.28448275862068967,9.17
1052,40916,385,2435,21,284.96,Web,New York,2024-10-23,Desktop,0.15811088295687886,0.05454545454545454,3.68
1069,34272,714,9896,93,154.02,Mobile,New York,2024-04-09,Mobile,0.07215036378334681,0.13025210084033614,30.19
1039,29463,935,8860,57,438.49,Web,Texas,2024-12-27,Mobile,0.10553047404063205,0.06096256684491978,6.5
1010,36372,333,3976,98,204.71,Web,California,2024-02-06,Desktop,0.08375251509054325,0.29429429429429427,23.94
1073,46070,934,9244,29,369.42,Mobile,Florida,2024-01-25,Tablet,0.10103851146689745,0.031049250535331904,3.93
1068,45381,898,6056,68,169.01,Web,California,2024-12-05,Desktop,0.14828269484808454,0.0757238307349666,20.12
1093,14824,668,9579,37,478.75,Mobile,Texas,2024-04-27,Desktop,0.06973588057208477,0.05538922155688623,3.86
1007,15006,276,5973,68,223.85,Mobile,New York,2024-05-29,Tablet,0.046207935710698145,0.2463768115942029,15.19
1054,12249,199,6491,16,480.26,Mobile,Illinois,2024-02-11,Mobile,0.030657833923894623,0.08040201005025126,1.67
1079,24785,250,4588,67,403.58,Web,Florida,2024-04-30,Desktop,0.05448997384481256,0.268,8.3
1039,19007,866,7131,39,421.85,Mobile,Florida,2024-02-22,Tablet,0.12144159304445379,0.04503464203233257,4.62
1081,25074,252,2728,85,461.2,Web,Florida,2024-07-14,Desktop,0.09237536656891496,0.3373015873015873,9.22
1045,19976,451,9153,23,159.27,Web,Illinois,2024-05-23,Desktop,0.04927346225281329,0.050997782705099776,7.22
1018,34832,265,1058,84,409.6,Mobile,Florida,2024-08-21,Tablet,0.2504725897920605,0.3169811320754717,10.25
1082,22379,384,4265,57,174.37,Web,Florida,2024-11-22,Tablet,0.09003516998827667,0.1484375,16.34
1068,33148,191,2661,26,229.4,Mobile,California,2024-07-06,Desktop,0.07177752724539646,0.13612565445026178,5.67
1082,12211,480,1065,22,415.19,Mobile,California,2024-03-25,Mobile,0.4507042253521127,0.04583333333333333,2.65
1053,16585,482,1078,54,295.0,Mobile,Texas,2024-07-09,Tablet,0.44712430426716143,0.11203319502074689,9.15
1013,48512,363,4032,29,184.64,Web,Texas,2024-07-01,Mobile,0.0900297619047619,0.07988980716253444,7.85
1087,16394,319,7441,51,438.87,Web,California,2024-04-18,Tablet,0.04287058191103346,0.15987460815047022,5.81
1058,31562,461,8942,61,440.8,Web,California,2024-12-10,Tablet,0.051554462089018115,0.13232104121475055,6.92
1077,19613,854,2244,15,405.69,Mobile,New York,2024-05-17,Tablet,0.3805704099821747,0.01756440281030445,1.85
1026,19258,854,5018,86,163.05,Mobile,California,2024-12-26,Tablet,0.17018732562774014,0.10070257611241218,26.37
1090,25873,147,5148,96,398.16,Web,Texas,2024-12-16,Mobile,0.028554778554778556,0.6530612244897959,12.06
1025,10046,419,1004,47,400.23,Mobile,Florida,2024-11-28,Mobile,0.41733067729083667,0.11217183770883055,5.87
1001,15071,613,4161,45,241.11,Mobile,California,2024-02-07,Tablet,0.14732035568372986,0.0734094616639478,9.33
1043,37582,297,7217,70,210.77,Web,New York,2024-11-08,Desktop,0.04115283358736317,0.2356902356902357,16.61
1079,16717,789,1899,54,345.24,Mobile,California,2024-11-22,Desktop,0.4154818325434439,0.06844106463878327,7.82
1013,14250,856,5410,78,422.04,Web,New York,2024-03-29,Mobile,0.15822550831792975,0.0911214953271028,9.24
1041,38835,446,7070,64,345.79,Mobile,Illinois,2024-10-01,Tablet,0.06308345120226308,0.14349775784753363,9.25
1029,44558,604,3145,60,126.15,Mobile,Florida,2024-05-06,Desktop,0.19205087440381557,0.09933774834437085,23.78
1081,46869,621,9294,13,368.41,Web,Texas,2024-03-25,Mobile,0.06681730148482892,0.020933977455716585,1.76
1038,38872,779,7354,31,247.76,Mobile,Florida,2024-08-25,Desktop,0.10592874626053848,0.03979460847240052,6.26
1010,18227,210,1938,12,242.31,Web,Texas,2024-07-14,Mobile,0.10835913312693499,0.05714285714285714,2.48
1055,33643,970,5061,88,435.47,Mobile,Texas,2024-05-19,Desktop,0.1916617269314365,0.09072164948453608,10.1
1007,16539,984,6732,25,489.43,Web,California,2024-11-24,Tablet,0.14616755793226383,0.02540650406504065,2.55
1006,30532,704,9994,21,404.46,Mobile,Illinois,2024-12-19,Mobile,0.07044226535921554,0.029829545454545456,2.6
1034,12180,120,7628,86,100.86,Mobile,Texas,2024-10-13,Mobile,0.015731515469323543,0.7166666666666667,42.63
1053,13209,683,2600,29,240.07,Mobile,Florida,2024-04-23,Mobile,0.26269230769230767,0.0424597364568082,6.04
1099,39612,462,7214,48,362.86,Web,Texas,2024-12-17,Tablet,0.06404214028278347,0.1038961038961039,6.61
1063,34888,535,6964,35,365.76,Web,California,2024-06-16,Tablet,0.07682366456059736,0.06542056074766354,4.78
1031,36464,790,3114,82,119.3,Mobile,Florida,2024-01-30,Mobile,0.25369299935773926,0.10379746835443038,34.37
1004,27590,307,3786,51,423.99,Mobile,Illinois,2024-04-28,Desktop,0.08108821975699947,0.16612377850162866,6.01
1030,13825,529,4203,26,330.51,Web,Illinois,2024-01-18,Mobile,0.125862479181537,0.04914933837429111,3.93
1005,13757,752,2734,85,466.46,Mobile,Texas,2024-06-11,Desktop,0.27505486466715434,0.11303191489361702,9.11
1033,13662,776,8913,69,360.88,Web,New York,2024-07-25,Tablet,0.08706383933580164,0.08891752577319588,9.56
1013,42166,889,7511,87,404.67,Mobile,Texas,2024-05-18,Mobile,0.11835973904939422,0.09786276715410573,10.75
1081,32356,565,1874,43,166.83,Mobile,New York,2024-02-04,Mobile,0.3014941302027748,0.07610619469026549,12.89
1009,43411,345,3724,73,251.55,Web,Illinois,2024-04-19,Tablet,0.09264232008592911,0.21159420289855072,14.51
1057,25931,765,1854,91,451.49,Web,Illinois,2024-10-18,Tablet,0.41262135922330095,0.11895424836601307,10.08
1041,36620,436,8255,65,260.5,Mobile,California,2024-06-11,Mobile,0.05281647486371896,0.14908256880733944,12.48
1092,32649,573,5757,71,139.12,Mobile,New York,2024-04-19,Mobile,0.09953100573215216,0.12390924956369982,25.52
1081,48874,874,1974,23,311.6,Web,Texas,2024-12-02,Tablet,0.44275582573454914,0.02631578947368421,3.69
1091,38938,555,4259,58,343.0,Web,New York,2024-09-13,Tablet,0.1303122798779056,0.1045045045045045,8.45
1009,44239,351,7717,23,267.09,Mobile,New York,2024-07-22,Tablet,0.04548399637164701,0.06552706552706553,4.31
1005,25294,514,4124,95,227.41,Mobile,New York,2024-11-26,Tablet,0.12463627546071775,0.18482490272373542,20.89
1079,42961,597,9675,90,313.83,Web,Texas,2024-08-23,Tablet,0.06170542635658915,0.1507537688442211,14.34
1067,34478,438,4054,52,389.7,Mobile,Texas,2024-03-15,Desktop,0.1080414405525407,0.1187214611872146,6.67
1026,32807,906,9791,89,154.76,Mobile,Florida,2024-05-16,Mobile,0.09253395975896231,0.09823399558498896,28.75
1019,46771,740,3191,68,180.58,Mobile,Florida,2024-03-13,Tablet,0.23190222500783453,0.0918918918918919,18.83
1059,17134,592,5253,37,323.01,Web,Florida,2024-05-07,Mobile,0.1126975061869408,0.0625,5.73
1036,31063,266,6503,66,218.07,Mobile,Illinois,2024-10-15,Tablet,0.04090419806243272,0.24812030075187969,15.13
1022,26882,832,7536,62,394.07,Mobile,Florida,2024-10-03,Mobile,0.11040339702760085,0.07451923076923077,7.87
1089,28225,248,2585,85,117.85,Web,California,2024-05-15,Tablet,0.09593810444874275,0.34274193548387094,36.06
1084,28053,447,3343,28,431.41,Web,California,2024-10-27,Desktop,0.1337122345198923,0.06263982102908278,3.25
1033,31948,571,2117,57,300.33,Web,Texas,2024-08-08,Mobile,0.2697213037316958,0.09982486865148861,9.49
1013,43335,612,6266,20,335.59,Mobile,New York,2024-10-26,Desktop,0.0976699648898819,0.032679738562091505,2.98
1003,49761,915,9961,25,183.82,Mobile,Florida,2024-07-24,Desktop,0.09185824716393937,0.0273224043715847,6.8
1008,30507,526,9221,95,452.92,Web,New York,2024-07-05,Desktop,0.05704370458735495,0.1806083650190114,10.49
1033,21042,159,5317,53,112.8,Web,Texas,2024-04-23,Mobile,0.029904081248824526,0.3333333333333333,23.49
1084,19013,178,9831,20,168.66,Web,California,2024-03-12,Tablet,0.01810599125216153,0.11235955056179775,5.93
1041,38679,729,7827,42,202.65,Web,Florida,2024-09-18,Desktop,0.0931391337677271,0.05761316872427984,10.36
1082,17468,301,2423,70,455.07,Web,Texas,2024-09-10,Desktop,0.12422616591002889,0.23255813953488372,7.69
1052,16774,793,4120,71,472.14,Mobile,New York,2024-02-17,Desktop,0.1924757281553398,0.08953341740226986,7.52
1058,28479,751,8230,56,253.59,Web,New York,2024-01-26,Mobile,0.09125151883353584,0.07456724367509987,11.04
1089,33813,506,5039,71,258.15,Mobile,Texas,2024-02-27,Tablet,0.10041674935503075,0.14031620553359683,13.75
1013,18701,396,3615,77,109.1,Mobile,Florida,2024-03-20,Tablet,0.10954356846473029,0.19444444444444445,35.29
1064,37387,438,9222,26,236.92,Mobile,Illinois,2024-11-18,Tablet,0.04749512036434613,0.0593607305936073,5.49
1096,14643,906,7833,10,190.07,Web,New York,2024-03-23,Mobile,0.1156644963615473,0.011037527593818985,2.63
1077,20317,877,9581,98,216.72,Web,California,2024-12-15,Mobile,0.09153533034130049,0.11174458380843785,22.61
1022,47816,582,2549,96,100.45,Web,Texas,2024-08-05,Tablet,0.22832483326794822,0.16494845360824742,47.78
1038,49257,787,7289,37,464.25,Web,New York,2024-11-02,Tablet,0.10797091507751407,0.04701397712833545,3.98
1061,26472,821,6748,75,252.64,Web,Illinois,2024-02-03,Mobile,0.12166567871962063,0.09135200974421437,14.84
1017,22876,181,6298,79,295.5,Web,California,2024-07-17,Tablet,0.02873928231184503,0.43646408839779005,13.37
1093,47129,827,8784,87,346.22,Mobile,Illinois,2024-07-15,Mobile,0.09414845173041894,0.10519951632406288,12.56
1027,27776,541,7583,70,113.03,Web,Florida,2024-11-02,Tablet,0.07134379533166293,0.12939001848428835,30.97
1056,41749,248,1804,88,118.77,Web,California,2024-08-28,Desktop,0.13747228381374724,0.3548387096774194,37.05
1067,11599,723,3003,35,489.38,Web,Texas,2024-09-28,Tablet,0.24075924075924077,0.048409405255878286,3.58
1009,30977,699,8356,44,232.5,Web,Illinois,2024-05-09,Mobile,0.08365246529439924,0.06294706723891273,9.46
1046,25566,495,9842,96,399.81,Web,Illinois,2024-10-11,Mobile,0.050294655557813456,0.19393939393939394,12.01
1044,37259,346,9647,55,241.02,Web,Illinois,2024-01-07,Mobile,0.03586607235409972,0.15895953757225434,11.41
1063,46880,447,2489,43,381.84,Mobile,Illinois,2024-12-15,Tablet,0.17959019686621133,0.09619686800894854,5.63
1016,43598,923,3218,85,307.32,Mobile,California,2024-02-29,Tablet,0.2868241143567433,0.09209100758396534,13.83
1094,35916,958,5250,83,272.75,Mobile,Illinois,2024-12-16,Mobile,0.1824761904761905,0.08663883089770355,15.22
1098,11643,270,9710,91,499.53,Mobile,Texas,2024-10-02,Desktop,0.027806385169927908,0.337037037037037,9.11
1060,32879,491,6894,13,346.36,Mobile,Illinois,2024-05-17,Desktop,0.07122135190020308,0.026476578411405296,1.88
1069,36009,587,1272,15,228.95,Web,Illinois,2024-11-25,Tablet,0.46147798742138363,0.02555366269165247,3.28
1021,33996,610,8610,89,279.42,Mobile,Illinois,2024-06-24,Desktop,0.07084785133565621,0.14590163934426228,15.93
1069,32889,366,4139,61,305.81,Web,Texas,2024-02-28,Mobile,0.0884271563179512,0.16666666666666666,9.97
1003,39551,409,6935,76,392.74,Mobile,Texas,2024-05-31,Mobile,0.058976207642393655,0.18581907090464547,9.68
1031,41219,439,7916,64,102.32,Mobile,Illinois,2024-08-11,Mobile,0.05545730166750884,0.14578587699316628,31.27
1042,47824,653,6302,48,221.55,Mobile,Texas,2024-03-22,Mobile,0.10361789907965725,0.07350689127105667,10.83
1087,10788,968,1831,98,359.82,Mobile,Texas,2024-08-21,Desktop,0.5286728563626434,0.1012396694214876,13.62
1059,42825,659,6379,23,200.79,Web,Texas,2024-01-03,Tablet,0.10330772848408841,0.03490136570561457,5.73
1097,37236,891,3143,51,201.26,Mobile,California,2024-05-15,Mobile,0.28348711422208084,0.05723905723905724,12.67
1079,34008,624,1850,30,177.75,Mobile,Illinois,2024-09-14,Tablet,0.3372972972972973,0.04807692307692308,8.44
1027,16781,120,1229,87,437.1,Mobile,Illinois,2024-04-02,Mobile,0.09764035801464606,0.725,9.95
1032,43916,134,5759,88,479.02,Web,New York,2024-09-17,Tablet,0.023267928459802047,0.6567164179104478,9.19
1048,10938,391,8053,35,303.28,Web,Texas,2024-02-25,Desktop,0.04855333416118217,0.08951406649616368,5.77
1018,19292,391,8602,44,217.11,Mobile,Texas,2024-11-17,Tablet,0.045454545454545456,0.11253196930946291,10.13
1013,26017,935,7282,49,170.87,Web,Florida,2024-06-02,Mobile,0.1283987915407855,0.052406417112299465,14.34
1048,32841,199,2144,51,150.41,Mobile,Texas,2024-11-24,Mobile,0.09281716417910447,0.2562814070351759,16.95
1083,23632,711,3933,11,187.92,Web,Florida,2024-09-17,Tablet,0.18077803203661327,0.015471167369901548,2.93
1043,27064,152,2019,66,101.08,Mobile,Florida,2024-11-08,Desktop,0.07528479445269935,0.4342105263157895,32.65
1048,36905,583,2119,16,366.12,Mobile,Florida,2024-04-12,Mobile,0.27512977819726286,0.0274442538593482,2.19
1041,21703,279,9633,59,373.15,Mobile,Illinois,2024-03-20,Tablet,0.028962939894113984,0.2114695340501792,7.91
1050,11781,901,9313,16,226.62,Web,Illinois,2024-07-11,Mobile,0.0967464834102867,0.017758046614872364,3.53
1031,22017,561,7087,81,460.0,Web,California,2024-03-24,Mobile,0.07915902356427261,0.1443850267379679,8.8
1001,16315,608,4412,46,158.24,Web,California,2024-10-04,Tablet,0.13780598368087035,0.0756578947368421,14.53
1057,32942,665,7971,12,378.83,Web,Texas,2024-09-29,Tablet,0.08342742441349893,0.01804511278195489,1.58
1049,28399,341,4677,54,346.25,Mobile,New York,2024-01-02,Desktop,0.0729099850331409,0.15835777126099707,7.8
1072,25271,256,8704,97,360.18,Web,Texas,2024-11-03,Desktop,0.029411764705882353,0.37890625,13.47
1065,28396,646,7621,64,333.2,Web,Illinois,2024-06-15,Desktop,0.08476577876919039,0.09907120743034056,9.6
1027,25614,914,3260,12,478.02,Mobile,Illinois,2024-09-08,Mobile,0.2803680981595092,0.01312910284463895,1.26
1014,45416,619,3203,59,408.77,Mobile,Texas,2024-01-11,Tablet,0.19325632219793942,0.09531502423263329,7.22
1030,34446,942,6580,67,242.23,Web,Florida,2024-02-28,Desktop,0.143161094224924,0.07112526539278131,13.83
1026,21090,339,8921,75,117.17,Mobile,Illinois,2024-07-05,Mobile,0.038000224190113216,0.22123893805309736,32.0
1055,30132,362,6520,22,487.89,Mobile,New York,2024-06-07,Mobile,0.055521472392638035,0.06077348066298342,2.25
1015,18671,503,2892,44,433.85,Mobile,Florida,2024-05-03,Mobile,0.1739280774550484,0.0874751491053678,5.07
1075,13404,684,6397,93,365.2,Web,California,2024-01-31,Tablet,0.10692512115053932,0.13596491228070176,12.73
1083,26818,308,6779,82,302.04,Web,California,2024-05-04,Mobile,0.04543442985691105,0.2662337662337662,13.57
1021,24947,813,3513,50,410.03,Mobile,Florida,2024-10-18,Tablet,0.2314261315115286,0.06150061500615006,6.1
1042,36223,430,7009,38,130.72,Mobile,Illinois,2024-02-11,Desktop,0.06134969325153374,0.08837209302325581,14.53
1020,25417,591,1102,20,177.03,Web,Illinois,2024-02-14,Desktop,0.5362976406533575,0.0338409475465313,5.65
1054,20905,954,8876,47,474.89,Web,Texas,2024-09-06,Mobile,0.1074808472284813,0.049266247379454925,4.95
1092,43134,143,3884,55,273.9,Mobile,New York,2024-02-06,Tablet,0.03681771369721936,0.38461538461538464,10.04
1060,41781,511,7219,99,129.83,Web,New York,2024-09-30,Desktop,0.07078542734450755,0.19373776908023482,38.13
1097,30450,808,5978,42,482.54,Web,California,2024-03-06,Desktop,0.13516226162596187,0.05198019801980198,4.35
1015,45281,647,9701,33,419.04,Mobile,Florida,2024-03-07,Mobile,0.06669415524172766,0.05100463678516229,3.94
1080,29603,321,1331,75,127.9,Mobile,Florida,2024-12-04,Tablet,0.24117205108940645,0.2336448598130841,29.32
1065,20326,414,4889,10,120.27,Mobile,Illinois,2024-09-01,Tablet,0.08467989363878094,0.024154589371980676,4.16
1007,30279,339,4950,32,237.44,Web,New York,2024-10-09,Mobile,0.06848484848484848,0.0943952802359882,6.74
1052,28765,977,7522,70,196.43,Web,California,2024-03-26,Mobile,0.1298856687051316,0.07164790174002048,17.82
1027,16329,685,6787,94,106.16,Mobile,California,2024-05-16,Desktop,0.1009282451745985,0.13722627737226278,44.27
1041,47411,400,8301,77,109.98,Web,California,2024-09-28,Tablet,0.04818696542585231,0.1925,35.01
1056,20572,952,4485,89,433.54,Web,Texas,2024-11-07,Tablet,0.21226309921962097,0.0934873949579832,10.26
1072,23953,961,5735,71,208.34,Mobile,New York,2024-08-05,Desktop,0.16756756756756758,0.07388137356919876,17.04
1023,14172,351,2813,21,259.95,Mobile,Illinois,2024-04-19,Mobile,0.12477781727692855,0.05982905982905983,4.04
1020,29873,611,7113,46,194.57,Mobile,California,2024-10-04,Mobile,0.0858990580627021,0.07528641571194762,11.82
1052,19851,741,2232,91,160.35,Web,California,2024-12-20,Desktop,0.33198924731182794,0.12280701754385964,28.38
1082,14100,993,2424,18,485.97,Mobile,Illinois,2024-04-13,Desktop,0.40965346534653463,0.01812688821752266,1.85
1083,47314,649,5973,81,155.8,Mobile,Texas,2024-06-09,Mobile,0.10865561694290976,0.12480739599383667,25.99
1088,11463,916,2225,70,219.65,Mobile,New York,2024-07-24,Mobile,0.41168539325842696,0.07641921397379912,15.93
1097,21551,921,5377,62,350.43,Mobile,Florida,2024-12-10,Tablet,0.17128510321740748,0.06731813246471227,8.85
1096,31386,638,5502,81,451.82,Web,Florida,2024-11-29,Mobile,0.11595783351508543,0.12695924764890282,8.96
1041,29038,653,6513,83,241.66,Mobile,New York,2024-07-11,Desktop,0.1002610164286811,0.12710566615620214,17.17
1087,16574,779,4406,96,354.59,Mobile,New York,2024-08-13,Tablet,0.17680435769405356,0.12323491655969192,13.54
1098,11082,439,1036,55,208.53,Web,Texas,2024-09-22,Tablet,0.42374517374517373,0.1252847380410023,13.19
1084,41884,708,3511,40,316.41,Web,Illinois,2024-08-20,Desktop,0.20165195101110794,0.05649717514124294,6.32
1037,18680,262,1810,33,156.85,Mobile,New York,2024-03-03,Desktop,0.14475138121546963,0.12595419847328243,10.52
1044,30770,449,8423,11,350.03,Mobile,New York,2024-05-07,Tablet,0.05330642288970675,0.024498886414253896,1.57
1049,46650,382,2377,64,219.11,Mobile,Florida,2024-04-26,Desktop,0.16070677324358434,0.16753926701570682,14.6
1068,25372,924,6246,87,273.29,Web,California,2024-02-03,Mobile,0.14793467819404418,0.09415584415584416,15.92
1068,11379,995,3867,52,133.03,Mobile,Texas,2024-06-23,Tablet,0.2573054047064908,0.05226130653266332,19.54
1021,16383,842,1151,55,190.22,Web,New York,2024-01-12,Mobile,0.731537793223284,0.06532066508313539,14.46
1011,17377,770,2341,84,450.36,Mobile,California,2024-10-29,Desktop,0.3289192652712516,0.10909090909090909,9.33
1013,36861,977,3783,81,376.53,Web,Texas,2024-10-11,Desktop,0.2582606397039387,0.08290685772773797,10.76
1029,17743,904,1398,36,301.21,Web,New York,2024-04-28,Tablet,0.6466380543633763,0.03982300884955752,5.98
1088,35034,888,8834,78,381.85,Web,New York,2024-10-29,Tablet,0.10052071541770433,0.08783783783783784,10.21
1092,15599,129,5900,78,111.44,Web,California,2024-04-23,Mobile,0.021864406779661016,0.6046511627906976,35.0
1013,36694,651,2636,98,440.43,Mobile,Texas,2024-01-05,Mobile,0.2469650986342944,0.15053763440860216,11.13
1014,45091,956,8420,12,430.11,Web,Illinois,2024-02-07,Mobile,0.11353919239904989,0.012552301255230125,1.39
1010,48639,323,8522,38,429.43,Web,California,2024-12-29,Mobile,0.03790190096221544,0.11764705882352941,4.42
1046,20555,490,7774,39,470.37,Web,Texas,2024-11-20,Desktop,0.06303061487007976,0.07959183673469387,4.15
1049,40500,972,8060,36,164.18,Web,New York,2024-02-01,Desktop,0.1205955334987593,0.037037037037037035,10.96
1078,11274,578,4169,82,339.03,Web,Illinois,2024-04-28,Tablet,0.13864236027824417,0.14186851211072665,12.09
1018,44988,687,7060,77,389.6,Mobile,Texas,2024-02-05,Tablet,0.09730878186968839,0.11208151382823872,9.88
1004,26022,278,6307,15,314.2,Mobile,New York,2024-01-18,Mobile,0.044078008561915336,0.0539568345323741,2.39
